phase,hand_strength,num_bets,pot_size_bb,to_call_bb,action,hero_profit,street,board_paired,board_flush_possible,board_straight_possible
postflop,0.2564995979630126,0,5.5,0.0,call,-45,Turn,0.0,0.0,0.0
postflop,0.2564995979630126,0,5.5,0.0,raise,-45,River,0.0,0.0,0.0
preflop,0.35,1,1.5,0.0,raise,-25,,,,
postflop,0.028276601447333127,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.1,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,-5,,,,
postflop,0.4376842669525597,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,-25,,,,
postflop,0.1900294827124095,0,1.5,0.0,raise,-25,Flop,0.0,0.0,0.0
postflop,0.19043151969981242,0,5.5,0.0,fold,-25,Turn,0.0,0.0,0.0
preflop,0.35,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.45,1,1.5,0.0,raise,-25,,,,
postflop,0.4043151969981238,0,5.5,0.0,call,-25,Flop,0.0,0.0,1.0
postflop,0.4043151969981238,1,7.5,2.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,raise,-65,,,,
postflop,0.34052532833020643,0,5.5,0.0,raise,-65,Flop,0.0,0.0,0.0
postflop,0.3478960064325918,0,9.5,0.0,call,-65,Turn,0.0,0.0,0.0
postflop,0.3478960064325918,1,11.5,2.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.6441972661484856,0,13.5,0.0,call,-65,River,1.0,1.0,0.0
preflop,0.15,1,1.5,0.0,raise,10,,,,
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.425,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,raise,10,,,,
preflop,0.2,1,1.5,0.0,raise,10,,,,
preflop,0.2,1,1.5,0.0,raise,-25,,,,
postflop,0.16764942374698477,0,5.5,0.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.25,1,1.5,0.0,call,70,,,,
postflop,0.5975609756097561,0,1.5,0.0,call,70,Flop,1.0,0.0,0.0
postflop,0.5975609756097561,1,3.5,2.0,call,70,Flop,1.0,0.0,0.0
postflop,0.5979630125971589,0,5.5,0.0,raise,70,Turn,1.0,1.0,0.0
postflop,0.7996515679442509,0,9.5,0.0,call,70,River,1.0,1.0,0.0
postflop,0.7996515679442509,1,11.5,2.0,raise,70,River,1.0,1.0,0.0
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,call,-45,,,,
preflop,0.15,2,3.5,2.0,call,-45,,,,
postflop,0.07156258375770574,0,5.5,0.0,raise,-45,Flop,0.0,0.0,0.0
postflop,0.09782900026802466,0,9.5,0.0,fold,-45,Turn,0.0,0.0,0.0
preflop,0.7,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,call,-5,,,,
preflop,0.125,2,3.5,2.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,-5,,,,
preflop,0.25,2,3.5,2.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.11793084963816669,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.425,1,1.5,0.0,call,-5,,,,
postflop,0.07853122487268827,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.12061109622085231,0,1.5,0.0,call,10,Flop,0.0,1.0,0.0
postflop,0.2558295363173412,0,1.5,0.0,raise,10,Turn,1.0,1.0,0.0
preflop,0.4,1,1.5,0.0,raise,30,,,,
postflop,0.15934065934065933,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,raise,30,,,,
postflop,0.3657196462074511,0,5.5,0.0,raise,30,Flop,1.0,0.0,1.0
preflop,0.3,1,1.5,0.0,call,-45,,,,
postflop,0.10278745644599308,0,1.5,0.0,raise,-45,Flop,0.0,0.0,1.0
postflop,0.5171535781291878,0,5.5,0.0,call,-45,Turn,0.0,0.0,0.0
postflop,0.5171535781291878,0,5.5,0.0,raise,-45,River,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.15143393192173682,0,5.5,0.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.1585365853658537,0,5.5,0.0,fold,-25,Turn,0.0,0.0,0.0
preflop,0.075,1,1.5,0.0,raise,30,,,,
postflop,0.334628785848298,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.5,1,1.5,0.0,call,10,,,,
postflop,0.14768158670597697,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.55,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.08482980434199949,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.175,1,1.5,0.0,call,30,,,,
preflop,0.175,2,3.5,2.0,raise,30,,,,
postflop,0.29442508710801396,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,raise,-25,,,,
postflop,0.027070490485124665,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.8,1,1.5,0.0,raise,70,,,,
postflop,0.5140712945590995,0,5.5,0.0,call,70,Flop,0.0,0.0,0.0
postflop,0.5140712945590995,1,7.5,2.0,call,70,Flop,0.0,0.0,0.0
postflop,0.524390243902439,0,9.5,0.0,raise,70,Turn,0.0,0.0,0.0
postflop,0.669257571696596,0,13.5,0.0,raise,70,River,1.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,10,,,,
postflop,0.0006700616456714048,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
postflop,0.019029750737067808,0,1.5,0.0,raise,10,Turn,0.0,0.0,0.0
preflop,0.175,1,1.5,0.0,call,-5,,,,
postflop,0.24792280889841867,0,1.5,0.0,call,-5,Flop,0.0,0.0,0.0
postflop,0.24792280889841867,0,1.5,0.0,fold,-5,Turn,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,raise,10,,,,
preflop,0.35,1,1.5,0.0,call,-5,,,,
postflop,0.4845885821495578,0,1.5,0.0,call,-5,Flop,0.0,0.0,0.0
postflop,0.4845885821495578,0,1.5,0.0,call,-5,Turn,0.0,0.0,0.0
postflop,0.6510318949343339,0,1.5,0.0,fold,-5,River,1.0,0.0,0.0
preflop,0.225,1,1.5,0.0,fold,-5,,,,
preflop,0.275,1,1.5,0.0,raise,10,,,,
preflop,0.175,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.13186813186813184,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.13374430447601182,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.8,1,1.5,0.0,call,10,,,,
postflop,0.5183596890913964,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.07518091664433124,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,30,,,,
postflop,0.16255695523988212,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.2909407665505227,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.225,1,1.5,0.0,fold,-5,,,,
preflop,0.175,1,1.5,0.0,call,10,,,,
postflop,0.10680782632002139,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,-5,,,,
postflop,0.17287590458322166,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,call,-5,,,,
preflop,0.4,2,3.5,2.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,raise,10,,,,
preflop,0.075,1,1.5,0.0,call,10,,,,
postflop,0.039399624765478425,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.35178236397748597,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.175,1,1.5,0.0,call,-45,,,,
postflop,0.24001608147949616,0,1.5,0.0,call,-45,Flop,0.0,0.0,0.0
postflop,0.24001608147949616,1,3.5,2.0,raise,-45,Flop,0.0,0.0,0.0
postflop,0.24591262396140445,0,5.5,0.0,raise,-45,Turn,0.0,0.0,0.0
postflop,0.5672741892254087,0,9.5,0.0,fold,-45,River,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,-5,,,,
postflop,0.6570624497453765,0,1.5,0.0,fold,-5,Flop,1.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,10,,,,
postflop,0.05280085767890641,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,raise,30,,,,
postflop,0.35111230233181456,0,5.5,0.0,call,30,Flop,0.0,0.0,0.0
postflop,0.35138032699008304,0,5.5,0.0,raise,30,Turn,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.8186813186813187,0,1.5,0.0,call,10,Flop,0.0,1.0,1.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,call,-5,,,,
preflop,0.25,2,3.5,2.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,-5,,,,
postflop,0.14178504422406857,0,1.5,0.0,call,-5,Flop,0.0,0.0,1.0
postflop,0.14178504422406857,1,3.5,2.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.225,1,1.5,0.0,call,30,,,,
preflop,0.225,2,3.5,2.0,raise,30,,,,
postflop,0.4004288394532297,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.175,1,1.5,0.0,call,10,,,,
postflop,0.016885553470919357,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.35,1,1.5,0.0,call,70,,,,
postflop,0.05936746180648622,0,1.5,0.0,call,70,Flop,0.0,0.0,0.0
postflop,0.05936746180648622,1,3.5,2.0,call,70,Flop,0.0,0.0,0.0
postflop,0.05976949879388904,0,5.5,0.0,call,70,Turn,0.0,0.0,0.0
postflop,0.05976949879388904,1,7.5,2.0,call,70,Turn,0.0,0.0,0.0
postflop,0.7853122487268829,0,9.5,0.0,call,70,River,0.0,0.0,0.0
postflop,0.7853122487268829,1,11.5,2.0,raise,70,River,0.0,0.0,0.0
preflop,0.45,1,1.5,0.0,raise,-25,,,,
postflop,0.09153042079871343,0,5.5,0.0,call,-25,Flop,0.0,0.0,1.0
postflop,0.09153042079871343,1,7.5,2.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.075,1,1.5,0.0,call,10,,,,
postflop,0.19445188957384074,0,1.5,0.0,call,10,Flop,0.0,1.0,0.0
postflop,0.19445188957384074,0,1.5,0.0,raise,10,Turn,0.0,1.0,0.0
preflop,0.175,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.0655320289466631,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.55,1,1.5,0.0,raise,-65,,,,
postflop,0.5247922808898419,0,5.5,0.0,raise,-65,Flop,0.0,0.0,1.0
postflop,0.669257571696596,0,9.5,0.0,raise,-65,Turn,0.0,0.0,1.0
postflop,0.669257571696596,0,13.5,0.0,call,-65,River,0.0,1.0,0.0
preflop,0.2,1,1.5,0.0,raise,-25,,,,
postflop,0.08080943446797106,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,30,,,,
postflop,0.11900294827124092,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,-5,,,,
postflop,0.41986062717770034,0,1.5,0.0,call,-5,Flop,0.0,0.0,0.0
postflop,0.41986062717770034,1,3.5,2.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.1,1,1.5,0.0,call,10,,,,
postflop,0.18131868131868134,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.275,1,1.5,0.0,call,30,,,,
preflop,0.275,2,3.5,2.0,call,30,,,,
postflop,0.04047172339855265,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,70,,,,
postflop,0.7095952827660145,0,5.5,0.0,raise,70,Flop,0.0,0.0,0.0
postflop,0.7097292950951488,0,9.5,0.0,call,70,Turn,0.0,0.0,0.0
postflop,0.7097292950951488,1,11.5,2.0,call,70,Turn,0.0,0.0,0.0
postflop,0.7105333690699545,0,13.5,0.0,call,70,River,0.0,1.0,0.0
preflop,0.2,1,1.5,0.0,call,-5,,,,
postflop,0.1369606003752345,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,call,-25,,,,
postflop,0.2546234253551327,0,1.5,0.0,raise,-25,Flop,1.0,0.0,0.0
postflop,0.25904583221656396,0,5.5,0.0,fold,-25,Turn,1.0,0.0,0.0
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.1,1,1.5,0.0,fold,-5,,,,
preflop,0.175,1,1.5,0.0,raise,-45,,,,
postflop,0.03444116858751001,0,5.5,0.0,raise,-45,Flop,0.0,0.0,0.0
postflop,0.04476011793084966,0,9.5,0.0,fold,-45,Turn,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,-5,,,,
preflop,0.125,2,3.5,2.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,raise,30,,,,
postflop,0.06740820155454297,0,5.5,0.0,raise,30,Flop,0.0,1.0,1.0
preflop,0.175,1,1.5,0.0,call,-5,,,,
postflop,0.1618868935942107,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,raise,70,,,,
postflop,0.4517555615116591,0,5.5,0.0,call,70,Flop,1.0,0.0,1.0
postflop,0.4517555615116591,1,7.5,2.0,call,70,Flop,1.0,0.0,1.0
postflop,0.45229161082819624,0,9.5,0.0,call,70,Turn,1.0,0.0,1.0
postflop,0.45229161082819624,1,11.5,2.0,call,70,Turn,1.0,0.0,1.0
postflop,0.45229161082819624,0,13.5,0.0,raise,70,River,1.0,0.0,1.0
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.38287322433663895,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.1,1,1.5,0.0,call,10,,,,
postflop,0.09220048244438483,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.225,1,1.5,0.0,call,-25,,,,
preflop,0.225,2,3.5,2.0,call,-25,,,,
postflop,0.2244706512999196,0,5.5,0.0,fold,-25,Flop,1.0,0.0,0.0
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.28129187885285445,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,-65,,,,
postflop,0.0861699276333423,0,1.5,0.0,raise,-65,Flop,0.0,1.0,0.0
postflop,0.08724202626641653,0,5.5,0.0,raise,-65,Turn,0.0,1.0,0.0
postflop,0.08804610024122217,0,9.5,0.0,raise,-65,River,0.0,1.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.225,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,call,10,,,,
postflop,0.40980970249262927,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.325,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.6,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,30,,,,
postflop,0.46408469579201284,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.226078799249531,0,5.5,0.0,fold,-25,Flop,1.0,0.0,0.0
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,raise,30,,,,
postflop,0.06298579469311172,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,-5,,,,
preflop,0.125,2,3.5,2.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.275,1,1.5,0.0,raise,-45,,,,
postflop,0.36880192977753956,0,5.5,0.0,call,-45,Flop,0.0,0.0,0.0
postflop,0.36880192977753956,1,7.5,2.0,call,-45,Flop,0.0,0.0,0.0
postflop,0.37724470651299924,0,9.5,0.0,fold,-45,Turn,0.0,0.0,0.0
preflop,0.45,1,1.5,0.0,fold,-5,,,,
preflop,0.275,1,1.5,0.0,raise,-25,,,,
postflop,0.12851782363977482,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.1,1,1.5,0.0,call,-45,,,,
postflop,0.4400964888769767,0,1.5,0.0,call,-45,Flop,1.0,0.0,0.0
postflop,0.4465290806754222,0,1.5,0.0,raise,-45,Turn,1.0,0.0,0.0
postflop,0.6200750469043153,0,5.5,0.0,raise,-45,River,1.0,0.0,0.0
preflop,0.35,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,call,-65,,,,
postflop,0.08871616188689357,0,1.5,0.0,raise,-65,Flop,0.0,0.0,1.0
postflop,0.08871616188689357,0,5.5,0.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.08871616188689357,0,9.5,0.0,raise,-65,River,0.0,0.0,0.0
preflop,0.6,1,1.5,0.0,raise,-45,,,,
postflop,0.44384883409273657,0,5.5,0.0,raise,-45,Flop,0.0,0.0,1.0
postflop,0.7851782363977486,0,9.5,0.0,fold,-45,Turn,0.0,1.0,1.0
preflop,0.4,1,1.5,0.0,raise,70,,,,
postflop,0.16979362101313322,0,5.5,0.0,raise,70,Flop,0.0,0.0,1.0
postflop,0.4363441436612169,0,9.5,0.0,raise,70,Turn,1.0,0.0,1.0
postflop,0.4363441436612169,0,13.5,0.0,call,70,River,1.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.522916108281962,0,1.5,0.0,raise,10,Flop,1.0,0.0,1.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.48445456982042345,0,1.5,0.0,raise,10,Flop,1.0,0.0,1.0
preflop,0.4,1,1.5,0.0,raise,-45,,,,
postflop,0.1464754757437684,0,5.5,0.0,call,-45,Flop,0.0,0.0,1.0
postflop,0.1464754757437684,1,7.5,2.0,call,-45,Flop,0.0,0.0,1.0
postflop,0.14794961136424556,0,9.5,0.0,fold,-45,Turn,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,raise,30,,,,
postflop,0.05052264808362372,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.45,1,1.5,0.0,raise,10,,,,
preflop,0.5,1,1.5,0.0,call,10,,,,
postflop,0.11471455373894401,0,1.5,0.0,call,10,Flop,0.0,0.0,1.0
postflop,0.15733047440364512,0,1.5,0.0,raise,10,Turn,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,-5,,,,
postflop,0.022246046636290484,0,1.5,0.0,call,-5,Flop,0.0,1.0,0.0
postflop,0.022246046636290484,1,3.5,2.0,fold,-5,Flop,0.0,1.0,0.0
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.5,1,1.5,0.0,raise,-25,,,,
postflop,0.4324577861163227,0,5.5,0.0,call,-25,Flop,0.0,0.0,1.0
postflop,0.4324577861163227,1,7.5,2.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.3,1,1.5,0.0,raise,-65,,,,
postflop,0.4236129723934602,0,5.5,0.0,raise,-65,Flop,1.0,0.0,0.0
postflop,0.4236129723934602,0,9.5,0.0,call,-65,Turn,1.0,0.0,0.0
postflop,0.4262932189761458,0,9.5,0.0,raise,-65,River,1.0,1.0,0.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.1,1,1.5,0.0,call,10,,,,
postflop,0.0009380863039399889,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.15,1,1.5,0.0,call,-5,,,,
postflop,0.1408469579201287,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.225,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,call,10,,,,
postflop,0.016081479496113604,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.225,1,1.5,0.0,call,-65,,,,
postflop,0.12020905923344949,0,1.5,0.0,call,-65,Flop,0.0,0.0,0.0
postflop,0.12020905923344949,1,3.5,2.0,raise,-65,Flop,0.0,0.0,0.0
postflop,0.3147949611364246,0,5.5,0.0,raise,-65,Turn,1.0,0.0,0.0
postflop,0.3147949611364246,0,9.5,0.0,raise,-65,River,1.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.08791208791208793,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,10,,,,
postflop,0.06566604127579734,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.175,1,1.5,0.0,call,-5,,,,
postflop,0.2827660144733315,0,1.5,0.0,fold,-5,Flop,1.0,0.0,0.0
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.14634146341463417,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,-45,,,,
postflop,0.0897882605199678,0,5.5,0.0,call,-45,Flop,0.0,0.0,0.0
postflop,0.0897882605199678,1,7.5,2.0,raise,-45,Flop,0.0,0.0,0.0
postflop,0.310238541945859,0,9.5,0.0,call,-45,Turn,0.0,1.0,0.0
postflop,0.310238541945859,1,11.5,2.0,fold,-45,Turn,0.0,1.0,0.0
preflop,0.3,1,1.5,0.0,raise,30,,,,
postflop,0.4430447601179308,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.5,1,1.5,0.0,raise,70,,,,
postflop,0.5400696864111498,0,5.5,0.0,call,70,Flop,0.0,0.0,0.0
postflop,0.5400696864111498,1,7.5,2.0,raise,70,Flop,0.0,0.0,0.0
postflop,0.5529348700080408,0,9.5,0.0,raise,70,Turn,0.0,0.0,0.0
postflop,0.6545162154918253,0,13.5,0.0,call,70,River,1.0,1.0,0.0
preflop,0.15,1,1.5,0.0,call,-5,,,,
preflop,0.15,2,3.5,2.0,fold,-5,,,,
preflop,0.175,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.481372286250335,0,1.5,0.0,call,-5,Flop,0.0,1.0,1.0
postflop,0.4819083355668722,0,1.5,0.0,call,-5,Turn,0.0,1.0,1.0
postflop,0.49396944518895736,0,1.5,0.0,fold,-5,River,0.0,1.0,0.0
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.19311176628249804,0,1.5,0.0,raise,10,Flop,1.0,0.0,0.0
preflop,0.5,1,1.5,0.0,call,10,,,,
postflop,0.12288930581613511,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,call,70,,,,
preflop,0.4,2,3.5,2.0,raise,70,,,,
postflop,0.4796301259715894,0,5.5,0.0,raise,70,Flop,0.0,0.0,0.0
postflop,0.47989815062985797,0,9.5,0.0,raise,70,Turn,0.0,1.0,0.0
postflop,0.6262396140444921,0,13.5,0.0,raise,70,River,1.0,1.0,0.0
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.44840525328330205,0,5.5,0.0,fold,-25,Flop,0.0,1.0,0.0
preflop,0.075,1,1.5,0.0,call,-5,,,,
preflop,0.075,2,3.5,2.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,call,-45,,,,
postflop,0.520101849370142,0,1.5,0.0,call,-45,Flop,1.0,0.0,1.0
postflop,0.520101849370142,1,3.5,2.0,call,-45,Flop,1.0,0.0,1.0
postflop,0.520101849370142,0,5.5,0.0,raise,-45,Turn,1.0,1.0,0.0
postflop,0.5202358616992764,0,9.5,0.0,call,-45,River,1.0,1.0,0.0
postflop,0.5202358616992764,1,11.5,2.0,fold,-45,River,1.0,1.0,0.0
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.5021441972661485,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,-5,,,,
preflop,0.25,2,3.5,2.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,-65,,,,
postflop,0.10787992495309573,0,5.5,0.0,raise,-65,Flop,0.0,0.0,0.0
postflop,0.5288126507638703,0,9.5,0.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.538729563119807,0,13.5,0.0,fold,-65,River,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.5276065398016618,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,-5,,,,
postflop,0.2512731171267757,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.175,1,1.5,0.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.3038059501474135,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
postflop,0.3038059501474135,0,1.5,0.0,raise,10,Turn,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,raise,-45,,,,
postflop,0.5253283302063789,0,5.5,0.0,raise,-45,Flop,1.0,0.0,0.0
postflop,0.7761994103457518,0,9.5,0.0,fold,-45,Turn,1.0,0.0,0.0
preflop,0.175,1,1.5,0.0,call,-5,,,,
postflop,0.05119270972929513,0,1.5,0.0,call,-5,Flop,0.0,0.0,0.0
postflop,0.33369069954435804,0,1.5,0.0,fold,-5,Turn,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.325,1,1.5,0.0,call,-5,,,,
preflop,0.325,2,3.5,2.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,fold,-5,,,,
