Unnamed: 0,prev_line,hero_pos,hero_holding,correct_decision,num_players,num_bets,available_moves,pot_size
61825,HJ/2.0bb/CO/6.5bb/BB/17.5bb/HJ/fold,CO,AsJc,fold,3,3,"['allin', 'call', 'fold']",26.5
61826,HJ/2.0bb/CO/call/BTN/9.5bb/SB/call/HJ/allin/CO/fold/BTN/fold,SB,TsTh,fold,4,3,['fold'],122.0
61827,UTG/2.0bb/CO/6.5bb,SB,AsKh,18.0bb,3,2,"['18.0bb', 'allin', 'fold']",10.0
61828,UTG/2.0bb/BTN/call/BB/14.0bb/UTG/28.0bb/BTN/allin,BB,AcKd,call,3,4,"['call', 'fold']",142.5
61829,BTN/2.5bb/BB/13.0bb/BTN/27.0bb,BB,AcJc,call,2,3,"['call', 'fold']",40.5
61830,UTG/2.0bb/CO/call/BTN/call/BB/14.0bb/UTG/29.0bb/CO/allin,BTN,5s4s,fold,4,4,['fold'],145.5
61831,HJ/2.0bb/CO/call/BTN/call,SB,9s6s,fold,4,1,"['15.0bb', 'fold']",7.5
61832,BTN/2.5bb/SB/12.0bb/BTN/allin,SB,AcQs,call,2,3,"['call', 'fold']",113.0
61833,HJ/2.0bb/CO/6.5bb/BTN/13.1bb/BB/allin/HJ/fold/CO/fold,BTN,AsAc,call,4,4,"['call', 'fold']",122.1
61834,CO/2.3bb,BB,Jh6h,call,2,1,"['13.5bb', 'call', 'fold']",3.8
61835,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/call/CO/call/BTN/fold,SB,5h5c,fold,5,2,['fold'],49.0
61836,UTG/2.0bb/CO/allin,BB,KhJc,fold,3,2,"['call', 'fold']",103.5
61837,UTG/2.0bb/HJ/6.5bb/BTN/allin,SB,Ts4s,fold,4,3,"['call', 'fold']",110.0
61838,HJ/2.0bb/BB/12.3bb,HJ,JsJc,call,2,2,"['allin', '24.9bb', 'call', 'fold']",14.8
61839,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/31.0bb/BTN/fold/SB/fold/BB/allin,CO,TdTc,fold,4,4,"['call', 'fold']",135.60000000000002
61840,HJ/2.0bb,BB,JdJc,call,2,1,"['call', '12.3bb', 'fold']",3.5
61841,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/call/CO/fold/BTN/call/SB/allin,BB,AdAc,call,5,3,"['call', 'fold']",150.0
61842,UTG/2.0bb/SB/10.0bb/UTG/19.0bb,SB,3s3h,fold,2,3,"['40.0bb', 'call', 'fold']",30.0
61843,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/fold/CO/fold/BTN/allin/SB/fold,BB,QdQc,call,5,3,"['call', 'fold']",121.0
61844,UTG/2.0bb/SB/call,BB,AdKc,11.0bb,3,1,"['11.0bb', 'fold']",5.0
61845,CO/2.3bb/BTN/7.5bb/SB/21.0bb/CO/fold/BTN/allin,SB,JsJh,call,3,4,"['call', 'fold']",124.3
61846,CO/2.3bb/BTN/call/BB/14.0bb,CO,JsJd,31.0bb,3,2,"['31.0bb', 'call', 'fold']",19.1
61847,SB/3.0bb,BB,5s5h,call,2,1,"['call', '10.0bb', 'fold']",4.0
61848,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/UTG/allin/CO/fold,BTN,7s6s,fold,4,3,['fold'],120.0
61849,HJ/2.0bb/BTN/7.5bb/BB/21.0bb,HJ,Ks8s,fold,3,3,"['allin', 'fold']",31.0
61850,HJ/2.0bb,SB,Ah5d,fold,2,1,"['call', '11.0bb', 'fold']",3.5
61851,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/call,BTN,6s5s,fold,4,2,['fold'],32.6
61852,HJ/2.0bb/SB/11.0bb/HJ/22.0bb/SB/allin,HJ,AhAd,call,2,4,"['call', 'fold']",123.0
61853,BTN/2.5bb/SB/12.0bb/BB/23.0bb/BTN/call/SB/allin,BB,KhKd,call,3,4,"['call', 'fold']",146.0
61854,CO/allin,BB,Qs7s,fold,2,1,"['call', 'fold']",101.5
61855,UTG/2.0bb/CO/call/SB/12.0bb/UTG/fold,CO,TsTc,fold,3,2,['fold'],17.0
61856,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.1bb/HJ/fold/CO/fold/BTN/call,SB,AsKd,fold,5,3,"['allin', 'fold']",79.2
61857,SB/call,BB,As5d,check,2,0,"['5.0bb', '3.0bb', 'check', 'fold']",1.0
61858,UTG/2.0bb/CO/call/BTN/9.5bb/SB/23.0bb,BB,QdJh,fold,5,3,"['allin', 'fold']",37.5
61859,UTG/2.0bb/CO/6.5bb/BTN/allin,BB,AdJc,fold,4,3,"['call', 'fold']",110.0
61860,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/BTN/25.0bb/SB/allin,BB,QdJh,fold,6,5,"['call', 'fold']",148.5
61861,HJ/2.0bb/CO/call/BTN/9.5bb/BB/24.3bb/HJ/call/CO/fold,BTN,8d8c,fold,4,3,"['allin', 'fold']",60.6
61862,UTG/2.0bb/CO/call/BTN/call/BB/14.0bb/UTG/fold/CO/call/BTN/allin/BB/fold,CO,9s9c,fold,4,3,['fold'],130.5
61863,UTG/2.0bb,BB,AsTc,call,2,1,"['call', '12.0bb', 'fold']",3.5
61864,UTG/2.0bb/HJ/6.5bb/BTN/14.0bb/BB/26.0bb/UTG/allin,HJ,Ah7h,fold,4,5,"['call', 'fold']",147.0
61865,HJ/2.0bb/CO/6.5bb/BTN/call/SB/24.1bb/HJ/allin,CO,KsKd,fold,4,4,"['call', 'fold']",138.1
61866,CO/2.3bb/BB/13.5bb,CO,Ah5h,call,2,2,"['call', '28.0bb', 'fold']",16.3
61867,CO/2.3bb/BTN/allin,SB,8s8h,call,3,2,"['call', 'fold']",103.8
61868,UTG/2.0bb/BTN/allin,BB,Ks8h,fold,3,2,"['call', 'fold']",103.5
61869,HJ/2.0bb/SB/call,BB,KdJd,11.0bb,3,1,"['11.0bb', 'fold']",5.0
61870,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/fold/CO/34.0bb/BTN/fold/SB/allin,BB,Kd8d,call,5,4,"['call', 'fold']",153.0
61871,HJ/2.0bb/CO/6.5bb/HJ/19.0bb,CO,AdQc,fold,2,3,"['34.4bb', 'allin', 'call', 'fold']",27.0
61872,HJ/2.0bb/CO/call/BTN/call/BB/15.0bb/HJ/29.2bb/CO/allin/BTN/fold/BB/fold,HJ,As5s,fold,4,4,"['call', 'fold']",146.7
61873,HJ/2.0bb/CO/6.5bb/BTN/13.1bb/BB/allin,HJ,KhKd,call,4,4,"['call', 'fold']",122.1
61874,CO/2.3bb/BTN/call/BB/14.0bb,CO,Kh2h,fold,3,2,"['31.0bb', 'call', 'fold']",19.1
61875,UTG/2.0bb/CO/call/BTN/9.5bb/BB/24.0bb/UTG/call/CO/allin,BTN,AsQs,call,4,4,"['call', 'fold']",158.0
61876,SB/3.0bb,BB,Ad3h,10.0bb,2,1,"['call', '10.0bb', 'fold']",4.0
61877,SB/3.0bb,BB,Ah7c,call,2,1,"['call', '10.0bb', 'fold']",4.0
61878,HJ/2.0bb/BTN/call/SB/13.0bb/BB/allin,HJ,9d7d,fold,4,3,"['call', 'fold']",117.0
61879,HJ/2.0bb/CO/call/BTN/call/SB/call,BB,KdJd,16.0bb,5,1,"['16.0bb', 'fold']",9.0
61880,HJ/2.0bb/CO/6.5bb/BTN/call,SB,Kh8s,fold,4,2,"['allin', '24.1bb', 'fold']",16.5
61881,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/call/CO/allin/BTN/fold/SB/fold,BB,AdKh,call,5,3,"['call', 'fold']",136.0
61882,HJ/2.0bb/CO/6.5bb/BTN/13.1bb/SB/25.2bb/BB/allin,HJ,AhAc,call,5,5,"['call', 'fold']",146.79999999999998
61883,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/fold/CO/31.2bb/BTN/call,SB,Ah5h,fold,5,3,"['allin', 'fold']",82.4
61884,HJ/2.0bb/SB/call/BB/11.0bb/HJ/fold,SB,JhJd,fold,3,2,['fold'],15.0
61885,CO/2.3bb/BTN/call/BB/allin/CO/fold,BTN,KhQh,fold,3,2,['fold'],105.1
61886,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/call/CO/call/BTN/allin/SB/fold/BB/fold,UTG,AdKs,call,5,3,"['call', 'fold']",147.0
61887,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/fold/CO/call/BTN/call/SB/allin,BB,AhQd,call,5,3,"['call', 'fold']",150.0
61888,HJ/2.0bb/CO/6.5bb/BTN/13.1bb/BB/25.8bb/HJ/allin/CO/fold,BTN,AcKh,fold,4,5,"['call', 'fold']",145.9
61889,UTG/2.0bb/CO/call/SB/allin,UTG,QsQh,call,3,2,"['call', 'fold']",105.0
61890,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/call/CO/call/BTN/call/SB/allin,BB,JsJd,call,5,3,"['call', 'fold']",160.0
61891,HJ/2.0bb/CO/6.5bb/BB/allin/HJ/fold,CO,Ks5s,fold,3,3,"['call', 'fold']",109.0
61892,HJ/2.0bb/CO/call/BB/13.5bb/HJ/28.0bb/CO/call,BB,AdQd,fold,3,3,"['allin', 'fold']",70.0
61893,HJ/2.0bb/CO/call/SB/call/BB/15.0bb/HJ/call/CO/call/SB/allin/BB/fold,HJ,9d9c,fold,4,3,"['call', 'fold']",145.0
61894,HJ/2.0bb/BTN/call/SB/call/BB/14.5bb/HJ/allin,BTN,8d8c,fold,4,3,['fold'],118.5
61895,UTG/2.0bb/CO/call/BTN/9.5bb,BB,Jh9s,fold,4,2,"['24.0bb', 'allin', 'fold']",15.0
61896,UTG/2.0bb/HJ/6.5bb/SB/20.0bb/BB/34.0bb/UTG/allin,HJ,AsAh,call,4,5,"['call', 'fold']",160.5
61897,HJ/2.0bb/CO/call/BTN/9.5bb/HJ/call/CO/allin,BTN,QsQc,call,3,3,"['call', 'fold']",120.5
61898,UTG/2.0bb/CO/call/BTN/call/BB/14.0bb/UTG/29.0bb/CO/allin/BTN/fold,BB,AcQs,fold,4,4,"['call', 'fold']",145.5
61899,UTG/2.0bb/CO/call/BTN/9.5bb/SB/23.0bb/UTG/allin/CO/fold/BTN/fold,SB,AdAc,call,4,4,"['call', 'fold']",135.5
61900,HJ/2.0bb/CO/call/BTN/9.5bb/SB/24.1bb/BB/call/HJ/fold/CO/fold,BTN,QdJc,fold,5,3,"['allin', 'fold']",61.7
61901,CO/2.3bb/SB/allin,BB,5h5c,fold,3,2,"['call', 'fold']",103.3
61902,HJ/2.0bb/CO/call/BTN/9.5bb,SB,KsQs,24.1bb,4,2,"['allin', '24.1bb', 'fold']",15.0
61903,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/call/CO/fold/BTN/allin/SB/fold/BB/fold,UTG,AhKd,call,5,3,"['call', 'fold']",134.0
61904,HJ/2.0bb/CO/call/BTN/call/BB/15.0bb/HJ/fold,CO,AsJs,fold,4,2,['fold'],21.5
61905,UTG/2.0bb/CO/call/SB/call/BB/14.0bb/UTG/28.0bb/CO/fold,SB,KhTh,fold,4,3,['fold'],46.0
61906,HJ/2.0bb/CO/allin,BTN,AhTs,fold,3,2,"['call', 'fold']",103.5
61907,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/fold/CO/call/BTN/allin/SB/fold,BB,QhQc,call,5,3,"['call', 'fold']",136.0
61908,UTG/2.0bb/CO/6.5bb/SB/18.0bb/BB/allin/UTG/fold,CO,AsAd,call,4,4,"['call', 'fold']",126.5
61909,BTN/2.5bb/SB/12.0bb/BB/allin,BTN,AdAc,call,3,3,"['call', 'fold']",114.5
61910,UTG/2.0bb/BTN/7.5bb/SB/20.0bb/BB/40.0bb/UTG/allin/BTN/fold,SB,AsAc,call,4,5,"['call', 'fold']",167.5
61911,CO/2.3bb/SB/allin,CO,AdKd,call,2,2,"['call', 'fold']",103.3
61912,HJ/2.0bb/CO/allin,BTN,AdAc,call,3,2,"['call', 'fold']",103.5
61913,UTG/2.0bb/CO/call/BTN/9.5bb/SB/23.0bb/BB/call/UTG/fold/CO/fold,BTN,AsKs,fold,5,3,"['allin', 'fold']",59.5
61914,UTG/2.0bb/CO/call/SB/call/BB/14.0bb/UTG/call/CO/call/SB/allin/BB/fold,UTG,AdQd,call,4,3,"['call', 'fold']",142.0
61915,HJ/2.0bb/BTN/call/BB/allin,HJ,9s9h,fold,3,2,"['call', 'fold']",104.5
61916,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.1bb/HJ/call/CO/call/BTN/allin,SB,AcKd,call,5,4,"['call', 'fold']",205.3
61917,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/allin/UTG/fold/CO/fold/BTN/fold,SB,AhKs,call,5,3,"['call', 'fold']",121.0
61918,HJ/2.0bb/BTN/7.5bb/SB/21.0bb/HJ/fold/BTN/allin,SB,Ac8c,fold,3,4,"['call', 'fold']",124.0
61919,HJ/2.0bb/CO/6.5bb/BTN/call/SB/24.1bb,BB,Ah3h,fold,5,3,"['allin', 'fold']",40.1
61920,HJ/2.0bb/BTN/call/SB/13.0bb/BB/25.0bb/HJ/call,BTN,KcJd,fold,4,3,['fold'],65.0
61921,UTG/2.0bb/CO/6.5bb/BB/18.0bb/UTG/allin/CO/fold,BB,Ac5c,fold,3,4,"['call', 'fold']",125.0
61922,BTN/2.5bb/SB/12.0bb/BB/allin,BTN,Ah3h,fold,3,3,"['call', 'fold']",114.5
61923,BTN/2.5bb/SB/call/BB/11.0bb/BTN/allin/SB/fold,BB,Jc8c,fold,3,3,"['call', 'fold']",113.5
61924,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/fold/BTN/allin/SB/fold,BB,AhKh,call,4,3,"['call', 'fold']",118.6
61925,CO/2.3bb,SB,Qc9c,fold,2,1,"['11.5bb', 'call', 'fold']",3.8
61926,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/call/CO/call/BTN/call/SB/allin,BB,AhQc,call,5,3,"['call', 'fold']",164.0
61927,HJ/2.0bb/CO/call/SB/call/BB/15.0bb/HJ/call/CO/fold/SB/allin,BB,JsJh,call,4,3,"['call', 'fold']",132.0
61928,HJ/2.0bb,SB,AcQh,11.0bb,2,1,"['call', '11.0bb', 'fold']",3.5
61929,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.0bb/UTG/call/CO/call/BTN/fold/SB/allin,BB,Ah6h,fold,5,4,"['call', 'fold']",192.0
61930,HJ/2.0bb/CO/call/BTN/9.5bb/SB/allin,HJ,JsJd,fold,4,3,"['call', 'fold']",114.5
61931,,SB,9s9h,3.0bb,1,0,"['3.0bb', 'call', 'fold']",1.5
61932,HJ/2.0bb/CO/6.5bb/BTN/call/HJ/22.9bb/CO/fold/BTN/allin,HJ,QhQc,call,3,4,"['call', 'fold']",130.9
61933,HJ/2.0bb/CO/call/BTN/call,BB,QcJc,15.0bb,4,1,"['15.0bb', 'fold']",7.5
61934,CO/2.3bb/BTN/call/SB/call,BB,Ac4c,fold,4,1,"['14.0bb', 'fold']",7.899999999999999
61935,UTG/2.0bb/CO/call/BTN/9.5bb/SB/23.0bb/BB/allin,UTG,7s6s,fold,5,4,"['call', 'fold']",136.5
61936,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/call/BTN/call/SB/allin,BB,KdQc,fold,4,3,"['call', 'fold']",142.0
61937,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/call/CO/call/BTN/allin,SB,9d9c,call,5,3,"['call', 'fold']",147.0
61938,BTN/2.5bb/SB/12.0bb,BTN,KsKd,26.0bb,2,2,"['allin', '26.0bb', 'call', 'fold']",15.5
61939,UTG/2.0bb/CO/6.5bb/UTG/18.0bb/CO/allin,UTG,AhTh,fold,2,4,"['call', 'fold']",119.5
61940,HJ/2.0bb/CO/call/BB/allin,HJ,Jh8h,fold,3,2,"['call', 'fold']",104.5
61941,HJ/2.0bb/SB/call,BB,AdAc,11.0bb,3,1,"['11.0bb', 'fold']",5.0
61942,UTG/2.0bb/BTN/call/BB/14.0bb/UTG/call/BTN/allin,BB,AsAc,call,3,3,"['call', 'fold']",128.5
61943,BTN/2.5bb/SB/call/BB/11.0bb/BTN/23.0bb/SB/allin,BB,AsAd,call,3,4,"['call', 'fold']",134.0
61944,HJ/2.0bb/CO/call/SB/call/BB/15.0bb/HJ/29.2bb/CO/call/SB/allin/BB/fold,HJ,KsKc,call,4,4,"['call', 'fold']",173.39999999999998
61945,CO/2.3bb,SB,Jc4c,fold,2,1,"['11.5bb', 'call', 'fold']",3.8
61946,HJ/2.0bb/CO/call/BTN/9.5bb/BB/call/HJ/call/CO/allin/BTN/fold/BB/fold,HJ,3h3d,fold,4,3,"['call', 'fold']",129.0
61947,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/call/HJ/fold/CO/fold/BTN/allin/SB/fold,BB,AsAh,call,5,3,"['call', 'fold']",134.0
61948,UTG/2.0bb/CO/6.5bb/BTN/13.0bb/SB/24.0bb/UTG/fold/CO/fold,BTN,AdTd,call,4,4,"['call', 'fold']",46.5
61949,UTG/2.0bb/CO/6.5bb,BB,7c3c,fold,3,2,"['18.0bb', 'allin', 'fold']",10.0
61950,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/call/BTN/allin,SB,AhJh,fold,4,3,['fold'],130.3
61951,UTG/2.0bb/CO/call/BTN/call/BB/14.0bb/UTG/29.0bb/CO/fold,BTN,JsJc,fold,4,3,['fold'],47.5
61952,UTG/2.0bb/CO/6.5bb/BB/18.0bb/UTG/33.0bb/CO/fold/BB/allin,UTG,AhAd,call,3,5,"['call', 'fold']",140.0
61953,HJ/2.0bb/CO/6.5bb,SB,4c2c,fold,3,2,"['17.5bb', 'allin', 'fold']",10.0
61954,UTG/2.0bb/BTN/7.5bb/BB/20.0bb/UTG/allin,BTN,JcTc,fold,3,4,"['call', 'fold']",128.0
61955,CO/2.3bb/BB/13.5bb/CO/allin,BB,KsKc,call,2,3,"['call', 'fold']",114.0
61956,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/fold,BTN,Kd7d,fold,4,2,"['call', 'fold']",20.9
61957,HJ/2.0bb/BTN/call/SB/allin/HJ/fold,BTN,AhJc,fold,3,2,"['call', 'fold']",105.0
61958,UTG/2.0bb/BTN/call/SB/call/BB/14.0bb/UTG/fold/BTN/allin/SB/fold,BB,AcKc,call,4,3,"['call', 'fold']",118.0
61959,SB/3.0bb,BB,Jc8c,call,2,1,"['call', '10.0bb', 'fold']",4.0
61960,HJ/2.0bb/BTN/call/SB/13.0bb/BB/allin,HJ,8h8c,fold,4,3,"['call', 'fold']",117.0
61961,HJ/2.0bb/BTN/call/SB/call/BB/14.5bb/HJ/28.0bb/BTN/call/SB/fold/BB/allin,HJ,KsKd,call,4,4,"['call', 'fold']",158.0
61962,HJ/2.0bb/BTN/7.5bb/BB/21.0bb/HJ/fold,BTN,QhQd,call,3,3,"['allin', 'call', 'fold']",31.0
61963,CO/2.3bb/BTN/call/SB/12.5bb/BB/call/CO/fold/BTN/allin,SB,KhKc,call,4,3,"['call', 'fold']",127.3
61964,HJ/2.0bb,BB,Ac7c,call,2,1,"['call', '12.3bb', 'fold']",3.5
61965,HJ/2.0bb/CO/call/BTN/9.5bb,HJ,AsAh,25.2bb,3,2,"['allin', '25.2bb', 'fold']",15.0
61966,HJ/2.0bb/CO/call/SB/call/BB/15.0bb,HJ,KsKc,29.2bb,4,2,"['allin', '29.2bb', 'call', 'fold']",21.0
61967,UTG/2.0bb/CO/call/BTN/call/BB/14.0bb/UTG/call,CO,8s8d,fold,4,2,['fold'],32.5
61968,CO/2.3bb/SB/11.5bb/BB/25.0bb/CO/allin,SB,As3s,fold,3,4,"['call', 'fold']",136.5
61969,HJ/2.0bb/CO/call/BTN/9.5bb/SB/24.1bb/BB/call/HJ/call,CO,AdQh,fold,5,3,['fold'],83.80000000000001
61970,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/UTG/fold/HJ/allin,CO,ThTc,fold,3,4,"['call', 'fold']",117.5
61971,HJ/2.0bb/BTN/7.5bb/SB/21.0bb/BB/40.1bb/HJ/fold/BTN/fold/SB/allin,BB,6d6c,fold,4,5,['fold'],149.6
61972,HJ/2.0bb/CO/call/BTN/call/BB/15.0bb/HJ/fold/CO/allin/BTN/fold,BB,AsKh,call,4,3,"['call', 'fold']",119.5
61973,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/call/BTN/allin/SB/fold,BB,KsQs,call,4,3,"['call', 'fold']",130.3
61974,HJ/2.0bb/CO/call/SB/13.0bb/BB/call/HJ/call/CO/allin,SB,AsAc,call,4,3,"['call', 'fold']",139.0
61975,UTG/2.0bb/CO/call/SB/call/BB/14.0bb/UTG/fold/CO/28.0bb,SB,Ad2d,fold,4,3,['fold'],46.0
61976,SB/3.0bb,BB,9s9c,call,2,1,"['call', '10.0bb', 'fold']",4.0
61977,HJ/2.0bb/CO/call/BTN/9.5bb/BB/24.3bb/HJ/fold/CO/call/BTN/allin,BB,AdAc,call,4,4,"['call', 'fold']",151.1
61978,HJ/2.0bb/CO/call/BTN/9.5bb/SB/24.1bb,HJ,2d2c,fold,4,3,"['allin', 'fold']",38.6
61979,UTG/2.0bb/CO/call/BTN/9.5bb/UTG/call,CO,KsTs,fold,3,2,['fold'],22.5
61980,SB/3.0bb,BB,8h7s,call,2,1,"['call', '10.0bb', 'fold']",4.0
61981,UTG/2.0bb/BTN/call/SB/13.0bb/UTG/24.0bb/BTN/allin,SB,6s6d,fold,3,4,"['call', 'fold']",138.0
61982,,BTN,Ac7d,2.5bb,1,0,"['2.5bb', 'fold']",1.5
61983,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/fold/CO/fold/BTN/fold/SB/allin,BB,AsAc,call,5,3,"['call', 'fold']",121.0
61984,BTN/2.5bb/SB/call/BB/11.0bb/BTN/call/SB/allin,BB,AhAc,call,3,3,"['call', 'fold']",122.0
61985,UTG/2.0bb/BTN/7.5bb/UTG/20.0bb/BTN/allin,UTG,AhAc,call,2,4,"['call', 'fold']",121.5
61986,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/call/CO/fold/BTN/call/SB/allin,BB,AsAd,call,5,3,"['call', 'fold']",150.0
61987,UTG/2.0bb/CO/call/BTN/9.5bb/UTG/fold/CO/25.0bb/BTN/allin,CO,AdKs,fold,3,4,['fold'],128.5
61988,HJ/2.0bb/BTN/call/SB/13.0bb/HJ/24.9bb,BTN,KcJs,fold,3,3,['fold'],40.9
61989,HJ/2.0bb/CO/call/BTN/call,SB,Th9h,fold,4,1,"['15.0bb', 'fold']",7.5
61990,HJ/allin,BB,Ac4d,fold,2,1,"['call', 'fold']",101.5
61991,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/fold/BTN/allin/SB/fold,BB,QsQd,call,4,3,"['call', 'fold']",118.6
61992,HJ/2.0bb/CO/call/BB/13.5bb/HJ/28.0bb/CO/allin/BB/fold,HJ,AsKd,fold,3,4,"['call', 'fold']",142.0
61993,UTG/2.0bb/BTN/call/SB/13.0bb/BB/25.0bb/UTG/allin/BTN/fold/SB/fold,BB,AdKh,fold,4,4,"['call', 'fold']",140.0
61994,CO/2.3bb/BTN/call/SB/12.5bb/BB/call/CO/call/BTN/allin,SB,KdQh,fold,4,3,"['call', 'fold']",137.5
61995,UTG/2.0bb/BTN/call/SB/13.0bb/BB/25.0bb/UTG/allin/BTN/fold,SB,AhAc,call,4,4,"['call', 'fold']",140.0
61996,,UTG,4h2h,fold,1,0,"['2.0bb', 'fold']",1.5
61997,HJ/2.0bb/SB/11.0bb,HJ,As9d,fold,2,2,"['22.0bb', 'allin', 'call', 'fold']",14.0
61998,HJ/2.0bb/CO/call/SB/call/BB/15.0bb,HJ,JsJd,29.2bb,4,2,"['allin', '29.2bb', 'call', 'fold']",21.0
61999,CO/2.3bb/BTN/call/SB/12.5bb/BB/27.0bb/CO/allin/BTN/fold/SB/fold,BB,AsAd,call,4,4,"['call', 'fold']",141.8
62000,UTG/2.0bb/BTN/allin,SB,AdQd,call,3,2,"['call', 'fold']",103.5
62001,HJ/2.0bb/BTN/7.5bb/BB/allin/HJ/fold,BTN,KhJh,fold,3,3,"['call', 'fold']",110.0
62002,UTG/2.0bb/CO/call/SB/call/BB/14.0bb/UTG/28.0bb/CO/call,SB,As5s,fold,4,3,['fold'],72.0
62003,HJ/2.0bb/CO/6.5bb/BTN/call,HJ,Th9h,fold,3,2,"['allin', '22.9bb', 'fold']",16.5
62004,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/call/CO/call/BTN/call,SB,2d2c,fold,5,2,"['allin', 'fold']",62.0
62005,HJ/2.0bb/SB/11.0bb/BB/call/HJ/allin,SB,AcKc,call,3,3,"['call', 'fold']",122.0
62006,HJ/2.0bb/CO/call/BTN/9.5bb/SB/allin,HJ,KhKc,call,4,3,"['call', 'fold']",114.5
62007,UTG/2.0bb/BTN/call/SB/13.0bb/UTG/fold/BTN/24.0bb,SB,AdKs,fold,3,3,"['call', 'fold']",40.0
62008,UTG/2.0bb/BTN/call/SB/call/BB/14.0bb/UTG/call,BTN,KcQh,fold,4,2,['fold'],32.0
62009,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/BTN/allin,SB,AhQh,fold,5,4,"['call', 'fold']",124.0
62010,HJ/2.0bb,BB,6h6c,call,2,1,"['call', '12.3bb', 'fold']",3.5
62011,UTG/2.0bb/BTN/call/BB/14.0bb/UTG/fold,BTN,6c5c,fold,3,2,['fold'],18.5
62012,UTG/2.0bb/BTN/call/SB/call,BB,AdJd,14.0bb,4,1,"['14.0bb', 'fold']",7.0
62013,BTN/2.5bb/SB/12.0bb/BB/23.0bb/BTN/fold,SB,8d8c,call,3,3,"['call', 'fold']",37.5
62014,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/allin/HJ/fold/CO/fold,BTN,KcJc,fold,5,2,['fold'],108.0
62015,UTG/2.0bb/BTN/allin,BB,8s8d,fold,3,2,"['call', 'fold']",103.5
62016,UTG/2.0bb/CO/call/SB/call,BB,AhAc,14.0bb,4,1,"['14.0bb', 'fold']",7.0
62017,HJ/2.0bb/CO/call/BTN/9.5bb/BB/24.3bb/HJ/call/CO/allin/BTN/fold,BB,QdQc,call,4,4,"['call', 'fold']",158.6
62018,BTN/2.5bb,BB,Kc4c,call,2,1,"['call', '13.0bb', 'fold']",4.0
62019,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.0bb/UTG/fold/CO/call/BTN/fold/SB/allin,BB,AsAd,call,5,4,"['call', 'fold']",164.0
62020,HJ/2.0bb/CO/call/BTN/9.5bb/BB/24.3bb/HJ/allin/CO/fold,BTN,6d6c,fold,4,4,"['call', 'fold']",136.3
62021,CO/2.3bb/BTN/call/BB/14.0bb,CO,AdKh,31.0bb,3,2,"['31.0bb', 'call', 'fold']",19.1
62022,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/call/UTG/fold/CO/fold/BTN/allin,SB,JsJc,call,5,3,"['call', 'fold']",134.0
62023,UTG/2.0bb/CO/6.5bb/SB/18.0bb/UTG/allin/CO/fold,SB,AhKd,fold,3,4,"['call', 'fold']",125.5
62024,UTG/2.0bb/HJ/6.5bb/SB/20.0bb/BB/allin/UTG/fold,HJ,KsKd,call,4,4,"['call', 'fold']",128.5
62025,HJ/2.0bb/CO/call/BTN/9.5bb/BB/allin/HJ/fold/CO/fold,BTN,KsKh,call,4,3,"['call', 'fold']",114.0
